"","salary_max","redirect_url","contract_time","contract_type","longitude","title","created","description","salary_is_predicted","latitude","id","salary_min","location.display_name","company.display_name","category.label","category.tag"
"1290",50000,"https://www.adzuna.co.uk/jobs/land/ad/1826899774?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=81819E22E7E759A741955F804B280FE9897302BB",NA,NA,-0.02806,"Property <strong>Analyst</strong>","2020-11-16T20:28:52Z","...  <strong>Analyst</strong> to join and support the team in providing insight and analysis. Your findings and influence will help shape the future strategy of the business. Main responsibilities ...","0",51.451818,"1826899774",0,"South East London, London","Macdonald & Company","Accounting & Finance Jobs","accounting-finance-jobs"
"1291",144000,"https://www.adzuna.co.uk/jobs/land/ad/1865760588?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=146946D0C237DD99ED151ECEC0B040D1EAAAF92D",NA,NA,-2.18579,"Performance <strong>Analyst</strong>","2020-12-06T20:36:12Z","Performance <strong>Analyst</strong> 15 Month contract MUST HAVE SC CLEARANCE FROM DAY 1 Offices based in Corsham, although Remote The specialist, who should be an experienced Cost Modeller ...","0",51.431,"1865760588",120000,"Corsham, Wiltshire","Arrows Group Professional Ltd","IT Jobs","it-jobs"
"1292",39198.53,"https://www.adzuna.co.uk/jobs/land/ad/1864369225?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=D9BA17847156EBB759B5ACBD0AD5265E447A805A","full_time",NA,0.283917,"Infrastructure <strong>Analyst</strong>","2020-12-05T22:52:04Z","We are currently looking for an Infrastructure <strong>Analyst</strong> to join our fast-paced Infrastructure team based in Ely, ;G’s is an incredibly exciting place to work, at the forefront ...  customers.We are looking for an Infrastructure <strong>Analyst</strong> who has the technical understanding but also the ability to identify, investigate and solve problems working with the wider technology ...","1",52.354427,"1864369225",39198.53,"Barway, Ely","G's Group","IT Jobs","it-jobs"
"1293",37000,"https://www.adzuna.co.uk/jobs/land/ad/1848559918?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=77D41DD3A5780D2900723C31FC5C4356279AD023",NA,NA,-1.673637,"Business <strong>Analyst</strong>","2020-11-28T02:20:36Z","The Company We are supporting a well established manufacturing business who are looking to add an experienced Business <strong>Analyst</strong> to their team. The company have been going through ...","0",54.995321,"1848559918",0,"Tyne & Wear, North East England","Nigel Wright Consultancy Limited","IT Jobs","it-jobs"
"1294",30000,"https://www.adzuna.co.uk/jobs/land/ad/1872651263?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=227E0142CD50C58039D42A90F7F169FB4012D972",NA,NA,-2.44177,"Test <strong>Analyst</strong>","2020-12-10T04:18:38Z","Test <strong>Analyst</strong> Crewe £30,000 Fazer Recruitment are working with a well-established business in Crewe who are growing their existing Test function. Why apply? If you are looking ...","0",53.0951,"1872651263",30000,"Crewe, Cheshire","Fazer","IT Jobs","it-jobs"
"1295",116400,"https://www.adzuna.co.uk/jobs/land/ad/1859492959?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=EB5B66E0C1F76A1388C1366E05EA065C8F01D6BE",NA,NA,-0.02806,"Business Design <strong>Analyst</strong>","2020-12-03T12:37:22Z",", logical and physical) Experience of undertaking business <strong>analyst</strong> activity using formal methodologies and approaches, including collecting and analyzing complex <strong>data</strong> in order to provide ... Business Design <strong>Analyst</strong> Location: London (but primarily working from home) Contract Length: 6 months This role is in scope of IR35 £486.98(subject to TAX and NI deductions) Ltd ...","0",51.451818,"1859492959",103200,"South East London, London","Capita","IT Jobs","it-jobs"
"1296",26000,"https://www.adzuna.co.uk/jobs/land/ad/1868073121?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=3FB8434240316E8E0063AB74A2024DB782CA5FCD",NA,NA,-1.4155,"Inventory <strong>Analyst</strong>","2020-12-08T02:40:37Z","Our client is looking for a self-sufficient, multi-disciplined Inventory <strong>Analyst</strong> with responsibility for in depth, logistical, reconciliated numerical work for the factory ...","0",53.699799,"1868073121",0,"Normanton, West Yorkshire","E3 Recruitment","Accounting & Finance Jobs","accounting-finance-jobs"
"1297",23510.72,"https://www.adzuna.co.uk/jobs/land/ad/1779632170?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=CEAB468DB6AA212125CFD03DBFAF7087E820F879",NA,NA,NA,"Banking Off-Cycle <strong>Analyst</strong>","2020-10-23T15:00:56Z","Banking Off-cycle <strong>Analyst</strong> 2021 Start Date: Various Length: 3 - 6 months A unique opportunity to work within Banking for an extended period of time Immerse yourself in the work ...  and culture of Banking and gain invaluable insights into life as a Banking <strong>Analyst</strong>. Working at Barclays Find out what it's like to work at Barclays. An off-cycle internship offers a unique ...","1",NA,"1779632170",23510.72,"UK","Barclays Bank Plc","Accounting & Finance Jobs","accounting-finance-jobs"
"1298",29753,"https://www.adzuna.co.uk/jobs/land/ad/1874419334?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=359A792BF5F845FEE74C11EA9664520FA80A6269",NA,NA,NA,"Graduate Market Fundamentals <strong>Analyst</strong>","2020-12-10T23:19:01Z","Graduate Market Fundamentals <strong>Analyst</strong>, National Grid Ventures About the role National Grid Ventures (NGV) is the competitive division of National Grid plc, one of the largest ...  and the US includes sub-sea electrical interconnectors, liquefied natural gas, battery storage, wind and solar power. As a Market Fundamentals <strong>Analyst</strong>, you will gain a detailed ...","0",NA,"1874419334",28709,"Solihull, West Midlands","National Grid","Graduate Jobs","graduate-jobs"
"1299",29753,"https://www.adzuna.co.uk/jobs/land/ad/1874419346?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=3D2DCA042DDC05799EC44DCCB651E7459024F694",NA,NA,NA,"Graduate Market Fundamentals <strong>Analyst</strong>","2020-12-10T23:19:02Z","Graduate Market Fundamentals <strong>Analyst</strong>, National Grid Ventures About the role National Grid Ventures (NGV) is the competitive division of National Grid plc, one of the largest ...  and the US includes sub-sea electrical interconnectors, liquefied natural gas, battery storage, wind and solar power. As a Market Fundamentals <strong>Analyst</strong>, you will gain a detailed ...","0",NA,"1874419346",28709,"London, UK","National Grid","Graduate Jobs","graduate-jobs"
"1300",33000,"https://www.adzuna.co.uk/jobs/land/ad/1863795393?se=QtvCmw496xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=2CCBC5651A3A132ABA880F938CC2658A1C0F2792",NA,NA,-2.97784,"MI <strong>Analyst</strong>","2020-12-05T14:44:34Z","...  has worked for BPO's before. This MI <strong>Analyst</strong> role sits within an established MI team and reports into the MI <strong>Analyst</strong> Manager. Your main duties will be to analyse and report on <strong>data</strong> ... Our client is looking for an experienced MI <strong>Analyst</strong> to join their growing team. They are looking for an MI <strong>Analyst</strong> who has strong SQL and Access experience and who also ideally ...","0",53.410801,"1863795393",25000,"Liverpool, Merseyside","Davies Resourcing Limited","IT Jobs","it-jobs"
"1301",18392.47,"https://www.adzuna.co.uk/jobs/land/ad/1813796919?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=8BB0382B239F1A311EF7A88E428749090CD306D8",NA,NA,NA,"Human Resources <strong>Analyst</strong> - Graduate","2020-11-10T12:13:02Z","Human Resources Full-time <strong>Analyst</strong> Application Information Start Date: August 2021 Length: 2 years Find exposure to teams across our business by rotating through different roles ...  in HR. Become an invaluable team member, while laying the foundations for a lasting career. What to expect As a graduate HR <strong>Analyst</strong>, you’ll join us at an important time in our ...","1",NA,"1813796919",18392.47,"UK","Barclays Bank Plc","Graduate Jobs","graduate-jobs"
"1302",48000,"https://www.adzuna.co.uk/jobs/land/ad/1801206615?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=D02BB73F1F371F563C15F874A5F2A184CAB1D461",NA,NA,-0.02806,"Escalations <strong>Analyst</strong>","2020-11-03T22:15:24Z","Escalations <strong>Analyst</strong> required to work in London. Principal responsibilities: This role is within our IT Services Team and will expect to carry out the following duties: Own ...","0",51.451818,"1801206615",45000,"South East London, London","Latcom","IT Jobs","it-jobs"
"1303",40000,"https://www.adzuna.co.uk/jobs/land/ad/1801205608?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=35711D0A920BF80070C78DAB3180B160D29FFC17",NA,NA,-2.97784,"Escalations <strong>Analyst</strong>","2020-11-03T22:15:06Z","Escalations <strong>Analyst</strong> required to work in Liverpool. Principal responsibilities: This role is within our IT Services Team and will expect to carry out the following duties: Own ...","0",53.410801,"1801205608",40000,"Liverpool, Merseyside","Latcom","IT Jobs","it-jobs"
"1304",30443.89,"https://www.adzuna.co.uk/jobs/land/ad/1864370782?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=B10B17B21F249AB7876A6F36B6A9CADCC99ED090","full_time",NA,-1.548239,"Operations <strong>Analyst</strong>","2020-12-05T22:52:21Z","About the Role Joining us as an Operations <strong>Analyst</strong>, you will support Border to Coast with fund oversight, governance, performance and reporting. You will monitor trading activity ...","1",53.796994,"1864370782",30443.89,"Holbeck, Leeds","Border to Coast Pension Partnership","Accounting & Finance Jobs","accounting-finance-jobs"
"1305",70000,"https://www.adzuna.co.uk/jobs/land/ad/1859487548?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=EA5E958B788CA984F3C390F2B6FAA9372839F940",NA,NA,0.606947,"Technical Business <strong>Analyst</strong> - Core Banking","2020-12-03T12:13:07Z","Technical Business <strong>Analyst</strong> Leeds to £70k Technical Business <strong>Analyst</strong> / BA (API TDD) Remote Interview WfH Do you have a sharp technical skillset and a business-driven mindset? Would ...  advocate with a wealth of core banking experience to join their dynamic team. They have created a cutting-edge, <strong>data</strong> centric, SaaS Cloud based banking platform that is set to shake ...","0",51.2467,"1859487548",60000,"Leeds, Maidstone","Client Server Regional Team","IT Jobs","it-jobs"
"1306",45000,"https://www.adzuna.co.uk/jobs/land/ad/1875418968?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=7CA4FD1C84DD100D975D06DBFBFFE6CF6425F7AB",NA,NA,-0.780178,"eCommerce <strong>Analyst</strong>","2020-12-11T10:40:49Z","...  forecasting, numerical and analytical skills Ability to gather, understand and interpret <strong>data</strong> from disparate sources, from which meaning, information and recommendations can be gleaned ...","0",50.836601,"1875418968",35000,"Chichester, West Sussex","Rinkit Limited","IT Jobs","it-jobs"
"1307",50000,"https://www.adzuna.co.uk/jobs/land/ad/1821199947?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=6E48D0697A173E170A5AFF4B6A4FAE64B5531B79","full_time",NA,-2.22353,"M&A <strong>Analyst</strong>","2020-11-13T22:12:39Z","M&A <strong>Analyst</strong> Citation Group Wilmslow £40-50k We are Citation Group. We offer colleagues and clients an opportunity they will not gain at many other businesses. We are interested ...  with excellent interpersonal, written and verbal communication skills What's in it for you? The role is fast paced, challenging and highly quantitative. The M&A <strong>Analyst</strong> will have direct ...","0",53.325911,"1821199947",40000,"Handforth, Wilmslow","Citation","Accounting & Finance Jobs","accounting-finance-jobs"
"1308",45747.83,"https://www.adzuna.co.uk/jobs/land/ad/1872906709?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=382F321DBFD4A484D8BBFCEABE67242ED5BE3118","full_time",NA,-0.11126,"Senior FP&A <strong>Analyst</strong>","2020-12-10T07:20:24Z",", responsible for producing accurate, timely and relevant management information for senior management, board and external reporting purposes. The Senior <strong>Analyst</strong> will play a key role ...  in the business planning, reforecast and budget process at the Group level, producing high-quality, insightful business reports to support the budget setting process. The Senior <strong>Analyst</strong> ...","1",51.51985,"1872906709",45747.83,"Central London, London","Exec Appointments","Accounting & Finance Jobs","accounting-finance-jobs"
"1309",19500.36,"https://www.adzuna.co.uk/jobs/land/ad/1813796920?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=C3FD62E053D32ED4AEB591467CC3C417316197FD",NA,NA,NA,"Business Banking Summer <strong>Analyst</strong>","2020-11-10T12:13:02Z","Application Information Start Date June 2020 Length 9 weeks The banking industry is changing, and you’re joining us at a vital juncture. As a Business Banking Summer <strong>Analyst</strong> ...  sessions organised to help you understand the whole picture of Business Banking, with opportunities to hear from our senior leaders. Finally, if you take part in our Summer <strong>Analyst</strong> ...","1",NA,"1813796920",19500.36,"UK","Barclays Bank Plc","Accounting & Finance Jobs","accounting-finance-jobs"
"1310",84000,"https://www.adzuna.co.uk/jobs/land/ad/1876225190?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=807608E955F2EF684301053A7E330BA68D472F94",NA,NA,NA,"Finance <strong>Analyst</strong>","2020-12-11T20:48:06Z","Finance <strong>Analyst</strong>: Fixed Term Contract until 31/03/2021: Bristol: Paying £350 per day We are proud to be supporting our multi-national client in their search for an experienced ...  Finance <strong>Analyst</strong> to join their team on a contract basis until the end of March 2021. The Finance <strong>Analyst</strong> will report into the Finance Manager for Competition Finance Analysis ...","0",NA,"1876225190",0,"UK","Morson Human Resources Limited","Accounting & Finance Jobs","accounting-finance-jobs"
"1311",22195,"https://www.adzuna.co.uk/jobs/land/ad/1859492819?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=124135A7E7B25DEEC9699E9B438E7BD5D036DA24",NA,NA,-0.985593,"Logistics <strong>Analyst</strong>","2020-12-03T12:37:14Z","Logistics <strong>Analyst</strong> Havant, Hampshire Temporary 12-month assignment £11.56 ph The client: Our client is based just outside of Havant, looking for a reliable candidate IT literate ...","0",50.856602,"1859492819",0,"Havant, Hampshire","First People Recruitment Limited","Admin Jobs","admin-jobs"
"1312",60000,"https://www.adzuna.co.uk/jobs/land/ad/1855387234?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=C85FFA79B0CDB4F979F936DB6A11C991F4683638",NA,NA,-0.570291,"SharePoint & Power BI Technical Business <strong>Analyst</strong>","2020-12-01T20:13:14Z","...  their clients understand, improve, and automate their key business processes and the way they store and access critical business <strong>data</strong>. This is a newly created role and requires a technical ...  will help & advise clients to improve internal processes, manage <strong>data</strong> and documents, automate repeatable tasks and gather information about <strong>data</strong> and key performance indicators. My client ...","0",51.236401,"1855387234",60000,"Guildford, Surrey","Ashdown Group Limited","IT Jobs","it-jobs"
"1313",31083.35,"https://www.adzuna.co.uk/jobs/land/ad/1874407309?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=5486EC93AE7155F311FF5531A5757D7FDC25F33C","full_time",NA,-0.213467,"Pricing <strong>Analyst</strong>","2020-12-10T23:17:41Z","...  indications. Our commitment to service and scientific excellence is focused on advancing our clients' drug development process. We are looking for a Pricing & Proposals <strong>Analyst</strong> to join our ...","1",51.494815,"1874407309",31083.35,"West Kensington, West London","Bioclinica","Scientific & QA Jobs","scientific-qa-jobs"
"1314",41000,"https://www.adzuna.co.uk/jobs/land/ad/1798230060?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=4AD17352920C7066E5180DEE3E9F01D04B53900C",NA,NA,-4.14265,"<strong>Analyst</strong> Programmer","2020-11-02T15:50:44Z","Join an impressive IT Department where a unique opportunity has arisen for a Programmer <strong>Analyst</strong> to join the Information Resources (IR) Mobile Application Development Team ...  projects through to a successful completion. · Educated to Degree level (or equivalent) or be able to demonstrate that you have the necessary Programmer/<strong>Analyst</strong> aptitude, skills ...","0",50.370399,"1798230060",0,"Plymouth, South West England","TQR","IT Jobs","it-jobs"
"1315",34017.27,"https://www.adzuna.co.uk/jobs/land/ad/1813796924?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=2E78D7E4278D8112D5777017673A644876EBEC04",NA,NA,NA,"Private Bank <strong>Analyst</strong> Graduate","2020-11-10T12:13:02Z","Private Bank Full-time <strong>Analyst</strong> Application Information Start Date: August 2021 Length: 2 years Locations: London Highlights Gain the training and support to explore where your ...","1",NA,"1813796924",34017.27,"UK","Barclays Bank Plc","Graduate Jobs","graduate-jobs"
"1316",43306.02,"https://www.adzuna.co.uk/jobs/land/ad/1862111695?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=91EE24ABAEB41CE6F3BA6406FA9BE8FA3CDC6076",NA,NA,-0.02806,"Senior <strong>Analyst</strong> - Portfolio Analytics","2020-12-04T18:43:07Z","Senior <strong>Analyst</strong> - Portfolio Analytics  £Negotiable  Central London  J11170 Our client are committed to putting <strong>Data</strong> and Technology at the heart of banking, for the benefit ... . Responsibilities will include: • Independent leadership of <strong>data</strong> analysis and insight delivery • Contributing to the specification, design, build, testing and delivery of <strong>data</strong> and MI solutions ...","1",51.451818,"1862111695",43306.02,"South East London, London","Datatech Analytics","Consultancy Jobs","consultancy-jobs"
"1317",87000,"https://www.adzuna.co.uk/jobs/land/ad/1862107510?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=04E92168DCC7E59243423700C9DE4AE2689F8FFF",NA,NA,NA,"Software Configuration / SDLC Process <strong>Analyst</strong> - Banking","2020-12-04T18:20:18Z","Software Configuration / SDLC Process <strong>Analyst</strong> - Banking Are you a configuration / SDLC process <strong>analyst</strong> who has a good banking domain knowledge of areas such as Customer Onboarding ... , Know Your Customer (KYC), Anti-Money Laundering, <strong>Data</strong> Management and Account Opening ? If so, this could represent a terrific opportunity for you  This is a pivotal role with a major ...","0",NA,"1862107510",0,"The City, Central London","Qualserv Consulting","IT Jobs","it-jobs"
"1318",28000,"https://www.adzuna.co.uk/jobs/land/ad/1826898902?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=FBB6BA9A28FB733FB4DE3C14C1985718029A1136",NA,NA,-0.81,"Supply Chain <strong>Analyst</strong>","2020-11-16T20:28:34Z","Supply Chain <strong>Analyst</strong> Newark, Full time, Permanent Salary £26,000 - £28,000 We are seeking a Trainee Management <strong>Analyst</strong> to join a busy Supply Chain department on a full time ...  and permanent basis. You will be responsible for <strong>data</strong> analysis and modelling, managing SPI control and reviews, as well as improving current practices and implementing new technology. ROLE ...","0",53.0765,"1826898902",26000,"Newark, Nottinghamshire","Future Prospects","IT Jobs","it-jobs"
"1319",57000,"https://www.adzuna.co.uk/jobs/land/ad/1871688330?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=71E50FB3CAFBC85BA693E9968A578DF8A9D0065A",NA,NA,-0.02806,"Investment Risk <strong>Analyst</strong>","2020-12-09T18:27:48Z","...  Agencies Reviewing all required documentation and testing evidence packs produced by the Junior <strong>Analyst</strong> for the investment risk model, ensuring <strong>data</strong> quality standards are met Responsible ... A small Investment Manager are looking for an Investment Risk <strong>Analyst</strong> to join their team in London. You must have 3 years' experience in an Investment Risk role in an Investment ...","0",51.451818,"1871688330",50000,"South East London, London","Goodman Masson Limited","Accounting & Finance Jobs","accounting-finance-jobs"
"1320",33027.35,"https://www.adzuna.co.uk/jobs/land/ad/1765596572?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=C64DE6DAEF9EC55B166BF3CB8C66953D1661631C","full_time",NA,-3.327942,"Reconciliation <strong>Analyst</strong>","2020-10-16T05:42:25Z","About Clearwater Analytics® Clearwater Analytics® is a global SaaS solution for automated investment <strong>data</strong> aggregation, reconciliation, accounting, and reporting. Clearwater helps ...  thousands of organizations make the most of investment portfolio <strong>data</strong> with cloud-native software and client-centric servicing. Every day, investment professionals worldwide trust ...","1",55.943116,"1765596572",33027.35,"Edinburgh, Scotland","Clearwater Analytics","Accounting & Finance Jobs","accounting-finance-jobs"
"1321",55000,"https://www.adzuna.co.uk/jobs/land/ad/1867231977?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=A05CE626F2A99D4248FFEE49CEE37E17C9D9F13A",NA,NA,NA,"Financial <strong>Analyst</strong>","2020-12-07T16:45:22Z","...  the board. Description As a Finance <strong>Analyst</strong> you will have primary responsibility for: Building and reviewing of financial models for new product reviews across different geographies ...  as requested Maintaining the integrity of all <strong>data</strong> and records in the accounting system. Assisting policy formulation for Finance, IFRS, Treasury, accounting, tax and regulatory matters ...","0",NA,"1867231977",50000,"The City, Central London","Michael Page International Rec Ltd","Accounting & Finance Jobs","accounting-finance-jobs"
"1322",30000,"https://www.adzuna.co.uk/jobs/land/ad/1869774234?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=4C1540E5122E037F15C0D1865B6E0E10A556EAC8","full_time",NA,-1.463527,"Business Finance <strong>Analyst</strong>","2020-12-08T23:15:58Z","A Brilliant opportunity has arisen for a knowledgeable and enthusiastic Finance <strong>Analyst</strong> to join a reputable business in the Sheffield area as they look to expand their team ...  with the management accounting. Duties & Responsibilities of the Finance <strong>Analyst</strong> will include: Develop reporting and dashboards which drive business decision making As far as possible, automate ...","0",53.381553,"1869774234",25000,"Norton, Sheffield","Elevation Recruitment","Accounting & Finance Jobs","accounting-finance-jobs"
"1323",30000,"https://www.adzuna.co.uk/jobs/land/ad/1876494001?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=DB0EB73FB76E2187C7069A81F57D7C25C521466B","full_time",NA,-1.463527,"Commercial Finance <strong>Analyst</strong>","2020-12-11T23:15:35Z","An rare and exciting opportunity has arisen for a knowledgeable and enthusiastic Commercial Finance <strong>Analyst</strong> to join a reputable business in the South Sheffield area as they look ... . Duties & Responsibilities of the Commercial Finance <strong>Analyst</strong> will include: Develop reporting and dashboards which drive business decision making As far as possible, automate production ...","0",53.381553,"1876494001",25000,"Norton, Sheffield","Elevation Recruitment","Accounting & Finance Jobs","accounting-finance-jobs"
"1324",50000,"https://www.adzuna.co.uk/jobs/land/ad/1862116352?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=04A0A0F38AF3953D6C2660BEC7C045C6E328038F",NA,NA,-1.7743,"FP&A <strong>Analyst</strong>","2020-12-04T18:47:47Z","Gleeson Recruitment Group are currently partnering with a market leading business in Solihull in search of a FP&A <strong>Analyst</strong>. This is a new position that offers great progression ...  opportunities as well as fantastic exposure to unique and exciting projects to the West Midlands region. They require an ambitious, commercially-minded accountant/<strong>analyst</strong> to join ...","0",52.4147,"1862116352",45000,"Solihull, West Midlands","Gleeson Recruitment Group","Accounting & Finance Jobs","accounting-finance-jobs"
"1325",40000,"https://www.adzuna.co.uk/jobs/land/ad/1842200497?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=E8B0CBA2CC30E3B4781181849CA31372D4936DCD",NA,NA,-0.103108,"Fraud <strong>Analyst</strong> / Insurance Application <strong>Analyst</strong> / SQL","2020-11-24T18:29:55Z","I have an exciting new opportunity that has become available for a Fraud <strong>Analyst</strong> / Insurance Application <strong>Analyst</strong> / SQL to work for our Haywards Heath based client on a permanent ...  basis. As a Fraud <strong>Analyst</strong> / Insurance Application <strong>Analyst</strong> / SQL you will be expected to: To produce timely and accurate information for management decision-making purposes. To develop ...","0",50.997299,"1842200497",30000,"Haywards Heath, West Sussex","DGH Recruitment Ltd","IT Jobs","it-jobs"
"1326",30000,"https://www.adzuna.co.uk/jobs/land/ad/1869764628?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=F8A56B3E349011301229B73AA3A784F65D6664A9",NA,NA,-2.5919,"Supply Chain <strong>Analyst</strong>","2020-12-08T23:13:23Z","Supply Chain <strong>Analyst</strong> Are you an experienced Supply Chain <strong>Analyst</strong> who is passionate about building excellent relationships with suppliers and operations, who gets the detail spot ...  development. About the role This exciting opportunity calls for an experienced Supply Chain <strong>Analyst</strong> to join our busy Supply Chain team. You will be responsible for delivering a 98% service ...","0",51.455299,"1869764628",25000,"Bristol, South West England","Pukka Herbs Ltd","Sales Jobs","sales-jobs"
"1327",30000,"https://www.adzuna.co.uk/jobs/land/ad/1868074914?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=660DAD86920654B3BBC2B32FE9E45439226483CA",NA,NA,-2.20384,"Financial <strong>Analyst</strong>","2020-12-08T02:43:20Z","Robert Half are working in partnership with a reputable, forward thinking organisation in Swindon to recruit a Financial <strong>Analyst</strong> to join their finance team. This is a fantastic ...  and getting involved with project based work. This is a full-time permanent role offering a salary between £27,000 - £30,000 plus other excellent benefits. The Role As the Financial <strong>Analyst</strong> ...","0",52.513,"1868074914",27000,"Swindon, Dudley","Robert Half Finance & Accounting","Accounting & Finance Jobs","accounting-finance-jobs"
"1328",22000,"https://www.adzuna.co.uk/jobs/land/ad/1821208285?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=5D321BBB613F498327154A48349726E4D4A1283E",NA,NA,0.901235,"Junior <strong>Analyst</strong>","2020-11-13T22:32:44Z","We have an exciting new opportunity for an IT graduate to join a growing Insurance Group. Our Client is expanding and as a result of their success they now have an exciting opportunity for another IT professional looking for their first challenge. You will be a recent Computer Science graduate who is looking to develop their knowledge and skills in a competitive commercial environment. This is a varied role which will provide full training and opportunities to keep learning and developing. Idea…","0",51.889801,"1821208285",18000,"Colchester, Essex","Employment Specialist","IT Jobs","it-jobs"
"1329",45000,"https://www.adzuna.co.uk/jobs/land/ad/1832601949?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=9A3F8763C7CE1C88D973300A274EEEAAB34785ED",NA,NA,-0.02806,"Delegated <strong>Analyst</strong>","2020-11-19T08:30:46Z","A great new role to join a forward thinking Insurance solutions organisation within their Delegated Underwriting team, You will be tasked with monitoring delegated underwriting and outsource claims arrangements to ensure that they are handled in line with the Syndicate Guidelines. You will be tasked with focusing on all aspects of Delegated Claims, undertaking due diligence on Delegated Claims providers, review existing arrangements and assist with the negotiating of new agreements. Experience …","0",51.451818,"1832601949",35000,"South East London, London","IPS Group","Accounting & Finance Jobs","accounting-finance-jobs"
"1330",21120,"https://www.adzuna.co.uk/jobs/land/ad/1860319196?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=5E20634DD745AC93028F793BB63FC218701F5BBE",NA,NA,-1.17902,"Material <strong>Analyst</strong>","2020-12-03T23:16:59Z","Day shift Monday to Friday 07:45am - 16:45pm and you finish at 12:45pm every Friday Pay rate: £11.00 per hour Benefits: Temp worker benefit app. Free parking Onsite canteen Pension Scheme Rate increase after you served 13 weeks on site RESPONSIBILITIES To take full responsibility for all inventory accuracy from Goods Receipt to Finished Goods storageand despatch through to 3PL warehousing specializing in given area's but providing cover as and when requested. Initiate perpetual inventory mechan…","0",50.851501,"1860319196",0,"Fareham, Hampshire","Randstad Inhouse Services","Logistics & Warehouse Jobs","logistics-warehouse-jobs"
"1331",29000,"https://www.adzuna.co.uk/jobs/land/ad/1812129172?se=jnoPoA496xG7hR-I04SFFA&utm_medium=api&utm_source=953c7802&v=B5B72DA8491E5F7E4559936B6545922C02A2880C",NA,NA,-2.613864,"Resource Planning <strong>Analyst</strong>","2020-11-09T18:22:14Z","Resource Planning <strong>Analyst</strong> – £29,000  Benefits My client is looking to recruit a passionate and enthusiastic Resource Planning <strong>Analyst</strong> to join their well established and successful ...  Ensure the information in the WFM is up to date Analysing <strong>data</strong> to provide opportunities to improve utilisation. Continuously analyse resource <strong>data</strong> to find opportunities to develop ...","0",53.864322,"1812129172",29000,"Lancashire, North West England","NRG","Customer Services Jobs","customer-services-jobs"
